"caseId","Present living situation-1995","number people living w/respondent-1995","Economic situation/3 year ago-1995","Parent divorced/separated past year-1995","Parent re/married past year-1995","Parent lost job/past year-1995","Respondent ill/disabled past year-1995","Parent died past year-1995","Respondent sex-1995","Respodent US Citizenship-1995","Respondent job classification-1995","Don't feel save at school-1995","attainable education level-1995","Paren education preference-1995","Respondent hour studying-1995","Good grade importance-1995","English Knowledge-1995","Depression-1995","Self-esteem-1995","Familism index-1995","Family cohesion-1995","GPA-1995","Dropped out by 1995","Percent daily school attendance-1995","Private school-1995","desired.job.prestige.score-1991","GPA","Parent.SES.index-1991","English.Knowledge-1991","Private.school-1991","Houshold.guardians-1991","number.household.members-1991","Sex","Respondent.US.stay.length-1991","Respondent job preference-1991","felt discriminated-1991","Depression-1991","Self-esteem-1991","education expectation-1991","Hours/day on HW-1991","Good grades importance-1991","Reason Dad came to US","Reason Mom came to US"
1512,1,3,2,2,2,1,1,2,1,1,10,2,5,5,4,1,3.75,1.25,3.7,2.33,4,1.89,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,1,3,3,2,2,2,2,2,1,1,7,3,4,5,1,2,4,1.5,3.8,2,5,2.88,0,92.8,0,78,1.83,1.3,4,0,1,3,1,1,10,2,1.25,4,5,2,1,2,2
1518,5,3,4,2,2,2,2,2,1,2,7,4,4,4,1,1,4,2.5,2.5,2.33,3.67,1.07,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,1,4,1,2,2,1,2,2,2,1,11,4,5,5,6,1,4,1,4,2.67,4.33,1.5,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,5,3,3,2,2,2,2,2,1,1,6,3,4,5,2,2,3,1.5,3.2,1.33,2.67,2.83,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,1,5,2,2,2,2,2,2,2,2,10,4,5,5,5,1,4,1,3.7,1.67,5,3.5,0,92.5,0,78,3.5,0.03,4,0,1,5,2,3,10,1,1.75,3.9,5,1,1,2,2
1524,1,4,3,2,2,2,2,2,2,1,5,3,5,5,1,1,4,1.25,3.8,1,4,2,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,1,9,1,2,2,2,2,2,1,2,10,3,4,5,2,1,4,1.25,4,2,5,2.31,0,92.5,0,78,2.31,0.5,4,0,1,9,1,2,10,1,1.25,3,4,2,1,2,2
1527,3,3,1,2,2,1,2,2,2,1,5,4,4,4,2,1,4,2.25,3.4,1.67,3.67,0.95,0,92.9,0,62,2.58,0.44,4,0,3,4,2,1,10,1,2,3.2,5,2,1,2,2
1529,1,4,1,2,2,2,2,2,1,1,10,4,4,5,2,1,4,1,4,3,5,0.35,0,88.5,0,78,0.67,0.18,4,0,1,4,1,2,10,2,1,3.1,5,2,1,1,1
1531,1,3,2,1,2,1,2,2,2,1,9,2,5,5,3,1,4,2,3,1,1,2.71,1,91.3,0,71,3.67,0.29,4,0,1,3,2,2,9,2,2,3.3,5,2,1,2,2
1532,5,2,1,2,2,2,2,2,1,2,4,1,4,5,1,2,3,1,3.6,3.33,3.67,1.29,0,92.5,0,78,1.29,-0.21,3,0,5,3,1,3,1,2,1.75,3.1,2,1,1,2,2
1537,1,3,2,2,2,2,2,2,2,2,5,2,5,5,5,1,4,1,4,1.33,5,2.92,0,88.9,0,66,3.33,-0.03,4,0,1,3,2,3,10,1,1.75,3,5,2,1,2,3
1539,1,2,4,2,2,2,1,2,2,2,11,4,5,5,1,2,4,2.5,3.6,1.33,3.67,2.83,0,90.2,0,66,2.83,0.2,4,0,1,3,2,2,10,2,1.25,3.2,4,2,2,2,2
1541,1,3,2,2,2,1,2,2,1,1,4,2,4,4,1,2,4,1.75,3.7,2.33,2.67,1.42,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,1,5,2,2,2,2,2,2,2,1,11,4,4,4,3,1,4,2,3.9,1,1.67,2.15,0,91.6,0,56,2.5,0.77,4,0,1,5,2,1,13,1,1.75,3.3,5,2,1,2,2
1544,1,6,2,2,2,2,2,2,2,1,6,4,3,4,2,1,4,2,3.8,2,4,2.08,0,93.9,0,71,2.6,-0.89,4,0,1,6,2,1,9,1,3.5,2.8,4,3,1,1,1
1545,1,3,4,2,2,1,2,2,2,2,8,4,4,5,1,1,3.75,1,3.7,2.33,4.33,2.71,1,91.3,0,40,2.83,1.19,3.5,0,1,5,2,3,9,2,2.25,3.1,4,2,1,2,2
1546,1,5,2,2,2,1,2,2,1,2,11,2,3,4,1,2,3,2,3.6,3.33,3.67,2.58,0,88.9,0,62,2.58,0.93,3,0,1,5,1,3,8,1,1.25,3.8,5,2,1,4,5
1549,1,4,3,2,2,2,2,2,1,2,11,4,2,5,1,2,4,1,3.5,2,3.67,1,1,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,2,4,2,2,1,2,2,2,1,1,6,4,5,5,2,1,4,1,3.9,3,4,1.94,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,1,5,4,2,2,2,2,2,2,1,8,3,5,4,4,1,4,1.5,3.2,2.67,5,3.92,0,92.5,0,62,3.92,0.27,4,0,1,4,2,1,8,2,1,3.9,5,3,1,1,1
1556,1,3,2,2,2,2,2,2,2,1,11,4,5,5,2,1,4,1,3.9,1.33,4,1.75,0,88.9,0,71,1.75,0.02,4,0,1,2,2,1,9,1,1.5,3.3,4,2,1,1,1
1559,1,5,3,2,2,1,2,2,1,1,6,4,4,5,4,1,4,1,4,2,4.67,2.25,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,7,4,2,1,2,2,2,2,2,2,9,2,5,5,1,1,4,1.25,4,1.67,2.33,3.33,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,1,4,2,2,2,2,2,2,2,1,10,3,5,5,4,1,4,1,4,2,4.67,2.85,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,1,1,3,1,2,2,2,2,1,1,7,1,3,5,1,3,4,2.75,1.9,1,5,1.61,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,1,4,2,2,2,2,2,2,1,1,7,4,5,5,2,2,3.75,1.5,3.7,2.33,4.67,2.08,0,93,0,44,1.75,-0.78,4,0,1,5,1,1,7,2,1.5,3.9,4,2,2,1,1
1566,1,3,1,2,2,2,2,2,1,1,9,2,4,4,1,2,4,1,4,2,4.67,2.22,0,93.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,3,4,3,2,2,2,2,2,2,2,10,4,5,5,4,1,4,2.5,3.6,1.33,3,2.9,0,95.5,0,78,3,-0.1,4,0,3,3,2,1,10,1,1.25,3.1,5,2,1,1,1
1571,1,4,4,2,2,2,2,2,1,1,11,4,2,5,1,4,3.75,2,3.7,1.33,2.33,0.92,0,92.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,1,2,2,1,2,2,2,2,2,2,5,4,3,5,1,1,4,1,4,1.33,4.33,1.58,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1576,1,4,3,2,2,2,2,2,1,1,1,2,3,2,2,2,4,2,3.5,1.33,1.33,1.8,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,1,4,1,2,2,2,2,2,1,2,10,4,5,5,5,1,4,1,4,1.67,5,1.39,0,91.3,0,40,2.33,0.07,3.5,0,1,4,1,3,12,2,1,4,5,3,1,2,2
1579,10,13,3,1,1,2,2,2,2,2,9,4,5,5,2,1,4,1.5,3.8,1,4.67,1.67,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,1,6,1,2,2,1,2,2,2,1,11,4,4,5,2,2,3.25,3,3.1,1,1.33,1.94,0,91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,3,2,4,2,2,2,2,2,1,2,6,3,5,5,2,2,4,1.25,3.9,1,3.33,1.46,0,88.5,0,72,2.5,0.05,4,0,3,2,1,2,12,1,1,3.9,4,3,1,2,3
1582,1,3,2,2,2,2,1,2,1,1,4,4,4,4,2,2,4,2,3.4,1.33,3.33,2,0,93.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1584,1,5,3,2,2,2,2,2,1,1,5,4,3,5,2,2,4,1,2.7,3.33,4.67,1.88,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,1,3,3,2,2,2,2,2,2,1,5,3,4,5,4,1,4,1.5,2.9,2,3,2.83,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,1,4,2,2,2,1,2,2,1,1,5,1,4,5,4,1,4,1,2.6,1.67,3.33,2.17,0,94.8,0,78,2.92,-0.13,4,0,1,5,1,1,10,1,3,2.8,4,1,2,1,1
1588,1,3,2,2,2,2,2,2,1,1,9,2,4,5,3,2,4,2,2.8,1.33,3.33,2.75,0,94.8,0,40,2.09,0.65,4,0,1,3,1,1,7,1,1.5,3.2,4,2,1,9,3
1590,1,4,2,2,2,2,2,2,2,1,10,4,5,5,4,1,4,2.5,3.3,1.67,3.67,3.75,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,3,2,3,1,1,1,2,2,1,1,6,3,5,5,4,1,4,1,4,3.67,4.33,2.25,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,1,5,3,2,2,2,2,2,2,1,10,3,4,5,2,2,4,1.5,2.8,2,2.33,3.5,0,94.8,0,78,3.5,0.24,4,0,1,7,2,1,10,2,1.75,2.7,4,3,2,9,1
1593,6,4,2,1,2,2,2,2,2,2,5,3,5,5,4,1,4,2.25,3.9,2,4.67,3.5,0,96,0,54,3.7,0.22,3.75,0,5,7,2,4,5,1,2,2.9,4,3,2,1,3
1594,1,4,5,2,2,1,2,2,2,1,6,3,4,5,5,1,4,1,4,1,3.67,4.25,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,3,4,2,2,2,2,2,2,2,2,5,3,4,5,2,2,4,3.75,2.8,1.67,3.33,2,0,94.8,0,62,2.9,-0.14,3.25,0,3,5,2,3,8,1,2.5,2.67,3,2,2,9,3
1596,1,4,3,2,2,2,2,2,1,1,6,3,5,5,3,1,4,1.25,3.3,1.67,4,2.77,0,96,0,71,2.4,0.16,3.5,0,1,5,1,1,9,1,1.5,2.6,4,2,1,9,3
1597,1,3,2,2,2,2,2,2,2,1,8,3,4,5,3,1,4,1.5,3.2,2,3.33,2,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,1,4,3,2,2,2,2,2,2,1,5,3,4,4,4,1,4,1.25,3.7,1.67,5,3.31,0,94.8,0,54,3.9,0.34,4,0,1,5,2,2,5,2,1,4,4,3,1,9,3
1599,1,4,3,2,2,2,2,2,2,1,10,4,5,5,5,1,4,1.75,3.2,1.67,4,4.1,0,95.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,4,7,2,2,2,2,2,1,1,2,4,3,4,4,3,1,4,1.25,4,2.33,3.67,3,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,1,3,2,2,2,2,2,2,2,1,5,4,5,5,4,1,4,1,4,1.33,4.67,3.4,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,1,5,3,2,2,1,1,2,1,1,5,1,5,5,6,1,3.5,2,3.6,1.33,3.33,2.9,0,94.8,0,54,2.5,0.61,3.75,0,1,5,1,4,5,2,1.25,3.5,3,3,1,9,3
1603,1,3,4,2,2,1,2,2,1,1,7,4,5,5,2,1,4,1,3.5,2.33,4.33,2.67,0,96,0,44,3.33,0.39,4,0,1,4,1,1,7,1,1,3.4,4,1,1,1,1
1604,1,4,2,2,2,1,2,2,2,1,8,3,5,4,4,1,4,2,3.7,2.33,4.67,4.75,0,95.5,0,55,3.9,0.18,4,0,1,8,2,1,7,2,1.75,3.8,5,4,2,9,3
1605,1,4,4,2,2,1,2,2,1,1,10,4,5,5,2,1,4,1.75,3.6,3,4,3.64,0,94.7,0,78,3.3,0.34,4,0,1,3,1,2,10,2,1.75,3.7,4,2,1,1,1
1606,1,4,2,2,2,2,2,2,1,1,10,3,4,5,2,1,4,1.5,3.5,2,4,0.5,0,94.7,0,40,2.2,0.88,4,0,1,4,1,1,10,1,2,3.4,3,1,1,1,1
1607,1,2,3,2,2,2,2,2,1,1,7,3,4,5,2,1,4,1,3.1,2,4,2.58,0,95.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,1,5,3,2,1,1,1,2,1,1,7,3,4,4,1,2,3.5,1,2.6,3,2,2,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,1,3,4,2,2,1,2,2,1,1,6,4,4,5,2,1,4,1.25,3.2,2,4,3.9,0,94.7,0,48,2.6,0.95,4,0,1,3,1,3,13,1,1.25,3.5,4,2,3,1,1
1613,1,5,2,2,2,2,2,2,2,1,5,3,5,5,3,1,4,2.25,2.7,1,5,2,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,5,2,2,2,2,2,2,2,1,1,7,3,4,4,2,1,4,1,4,1.67,4.67,1.85,0,94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,1,2,1,2,2,2,2,2,2,1,10,2,5,5,4,2,4,2.75,3,1.33,1.67,2.36,0,92.5,0,62,2.83,0.17,4,0,1,2,2,1,8,1,3.5,2,5,3,1,2,2
1619,1,3,1,2,2,2,1,2,2,2,4,4,4,5,2,2,4,1.75,3.5,1.67,4,0.28,0,91.3,0,61,1.17,-0.09,3.25,0,1,4,2,2,10,1,1.5,3.9,5,2,2,2,2
1620,5,2,1,1,1,2,2,2,2,1,8,3,4,5,3,3,3.25,1.75,3.7,2.33,4.33,2.29,0,90.2,0,19,2.83,0.78,3.75,0,5,3,2,2,5,2,1.75,3,5,5,4,3,3
1621,5,1,1,2,2,2,2,2,1,1,5,2,5,4,2,1,3.75,2.5,4,1.67,4,2.15,0,90.2,0,55,2.67,-0.63,4,0,5,1,1,1,7,1,1.5,3.4,5,2,1,2,2
1622,1,4,4,2,2,2,2,2,1,1,9,3,4,5,2,2,4,1,3.4,2.33,4.33,2.63,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,1,6,2,1,2,1,2,2,2,1,10,2,4,5,2,2,4,2.25,3.6,2,2.67,3.01,0,92.9,0,66,2.5,-0.14,4,0,1,4,2,1,10,1,2.25,3.7,5,2,1,4,4
1625,1,9,4,1,2,2,2,2,1,2,10,3,2,5,1,1,3.5,2,2.9,1.67,3.67,2.22,0,91.3,0,71,2.58,0.32,3,0,1,7,1,3,9,2,1.5,2.7,4,1,1,1,1
1626,5,2,1,2,2,2,2,2,2,1,11,1,4,5,2,1,4,3,2.9,2.33,3.67,1,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,5,3,1,2,2,2,2,1,2,2,6,3,4,4,6,1,3,1.75,2.6,1.67,3.33,2.13,0,92.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1628,5,4,4,2,2,2,2,2,1,1,4,4,4,5,2,2,3.75,1.25,3.7,1,3,2.25,0,92.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1630,3,4,3,2,2,2,2,2,2,1,5,2,4,4,2,1,4,1.75,3.5,1.67,2.67,2.43,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1632,1,6,1,2,2,2,2,2,2,1,5,3,5,5,4,1,4,1.5,3.7,2,3,4,0,94.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,5,3,5,1,1,1,2,2,1,1,6,3,3,4,2,2,4,1.25,3,2.33,4,1.4,0,94.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,1,11,1,2,2,2,2,2,1,2,7,3,5,5,3,1,2.75,1.5,3.1,2.67,5,2.75,0,92.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1635,1,5,4,2,2,1,2,2,1,2,1,3,3,4,2,1,3.25,1,3.2,2,2.67,3.5,0,93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1636,1,4,3,2,2,2,2,2,2,2,10,3,5,5,2,1,4,1.75,3.9,3.33,3,2.25,0,93.9,0,71,3.4,0.55,4,0,1,4,2,2,9,2,1,3.5,5,2,1,1,1
1637,1,3,3,2,2,2,1,2,1,1,7,4,5,5,3,2,4,1,3.5,1,3,1.4,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,1,6,2,2,2,2,2,2,2,1,10,4,5,5,6,1,4,1.25,3.8,2,2.67,3.92,0,94.8,0,78,3.9,0.29,4,0,1,6,2,2,10,2,2.5,2.2,5,5,1,9,1
1639,1,3,4,2,2,1,2,2,2,1,7,4,5,5,3,1,4,1.25,4,1.33,3.67,3.3,0,94.8,0,78,3.58,0.62,4,0,1,3,2,1,12,1,1,3.8,5,3,1,1,3
1641,1,9,3,2,2,2,2,2,2,1,5,4,4,5,1,1,4,2.25,3.5,1.33,4.33,2.3,0,94.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,5,3,1,1,2,1,2,2,2,1,6,2,5,5,2,1,3.5,1.5,3.4,3.33,4,3.5,0,92.6,0,62,2.9,-1.37,3,0,5,4,2,1,6,1,1.25,2.7,4,3,1,1,1
1644,1,4,4,2,2,2,2,2,2,2,2,3,4,4,3,1,3.25,1.25,3.8,1.33,3.33,3.43,0,93.9,0,51,3.2,-1.65,4,0,1,4,2,2,4,1,2.5,3.1,4,4,1,1,1
1645,1,7,3,2,2,2,2,2,2,2,6,4,4,4,3,1,3,1.75,2.8,2.33,2.33,3.67,0,93.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,3,3,2,1,2,2,2,2,2,1,2,4,2,4,1,2,4,1.5,3.7,1.67,2.33,3.1,0,95.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,1,2,2,2,2,2,2,2,2,1,14,3,5,5,5,1,4,2,3.3,1.67,3,3.42,0,92.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,7,4,3,2,2,1,2,2,1,1,6,4,4,5,2,1,4,1.5,3.7,2.33,3.67,3,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,1,5,3,2,2,2,2,2,2,1,5,4,5,5,6,1,4,1.25,3.6,1.67,4.33,3.42,0,94.7,0,54,3.6,0.23,4,0,1,4,2,3,5,1,1.75,3.5,4,4,1,2,2
1652,3,5,3,2,2,2,2,2,1,1,4,3,4,4,6,1,2.75,1.75,2.8,2.33,2.33,2.15,0,96,0,66,1.97,0.07,4,0,3,6,1,1,7,1,1,2.5,5,5,1,3,3
1653,1,3,1,2,2,1,2,2,1,1,5,3,4,5,1,1,3.75,1.5,2.5,3,4.67,2.22,0,96,0,66,2.83,-0.15,4,0,1,5,1,1,4,1,2.25,3,4,3,1,2,2
1655,1,5,2,2,2,2,2,2,2,1,5,2,4,5,3,1,4,2,3.2,2,2,2.71,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,1,4,4,2,2,1,2,2,1,2,10,4,5,5,3,1,4,1,3.9,2,5,4.08,0,95.3,0,78,4,0.97,3,0,1,5,1,4,10,2,1.25,3.7,5,5,2,4,4
1657,1,5,4,2,2,2,2,2,1,2,4,4,4,1,3,1,2.75,2,3.5,1.33,3,3.13,0,93.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,1,5,3,2,2,2,2,2,2,1,6,4,5,5,5,1,4,2,3.5,1.67,3,3,0,94.7,0,56,3.6,0.76,4,0,1,5,2,1,5,2,1.75,3.4,5,5,1,3,4
1659,1,3,2,2,2,2,2,2,2,1,10,4,5,5,6,1,4,2.75,3.7,1.67,4.67,4.08,0,93,0,78,3.8,0.55,3.25,0,1,2,2,3,10,1,1.25,3.6,5,5,1,2,2
1660,1,3,2,2,2,1,2,2,2,1,10,3,5,5,4,1,4,2.25,3.1,2,3,3.73,0,96,0,70,4,0.69,4,0,1,3,2,2,10,2,1.5,3.1,5,3,1,2,2
1661,1,7,2,2,2,2,2,2,1,1,6,3,4,4,3,2,3.5,2.5,2.33,3,4.33,3.22,0,94.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,1,5,3,2,2,2,2,2,2,1,6,2,4,5,2,1,3,1.5,2.8,2,3,2.92,0,92.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,1,9,4,2,2,2,2,2,2,1,10,3,5,4,2,1,4,2.25,2.8,2.33,2.33,3.75,0,94.7,0,64,3.25,-0.85,4,0,1,10,2,1,12,1,1,3.5,5,2,1,1,1
1666,1,8,2,2,2,2,2,2,2,1,6,4,5,4,1,2,4,1,4,1.67,1.33,3.56,0,96,0,57,3.25,-0.48,4,0,1,8,2,2,6,1,1.25,4,5,2,1,2,2
1668,2,2,3,1,1,1,2,2,1,2,7,4,4,3,3,1,2.75,1.25,3.1,2.33,4.33,3.92,0,93.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,3,4,2,2,2,2,2,2,2,1,6,4,4,5,2,1,4,1.25,3.3,1.33,1,3.31,0,93.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,1,7,4,2,2,2,1,2,2,2,10,4,5,5,2,1,3.5,2,2.4,1.33,1.33,3.73,0,96,0,66,3,-0.75,3.75,0,1,8,2,2,12,1,1.75,2.1,5,3,1,2,2
