"caseId","Residence Own house/aprt","Disabled or Ill","Highest education completed","Present work situation","Current job prestige scores","Current occupation satisfaction","Present income satisfaction","Respodent identity importance","Respodent detention/jail/prison","Country feels like home","Respondent health","Has Children","Average English Skill","MariageStatus","successIndex"
2393,0,1,2,8,28,2,1,3,1,1,3,1,4,1,15.857
2394,0,1,5,7,16,3,1,3,1,1,4,0,3.75,0,10.8345
2395,0,1,3,8,57,3,2,2,1,1,5,0,4,0,29.465
2396,0,1,2,8,37,5,4,3,1,1,5,1,3.5,1,20.475
2397,0,1,4,8,53,4,4,3,1,1,3,0,3.5,0,27.967
2399,0,1,2,8,37,4,4,3,1,1,5,1,4,0,20.443
2400,0,1,4,8,50,4,4,2,1,1,5,1,4,1,26.804
2401,0,1,6,8,72,4,3,1,1,1,4,0,4,0,37.032
2402,0,1,6,8,38,2,2,2,1,1,4,0,1,1,20.672
2403,0,1,3,3,55,4,4,3,1,1,5,1,3.75,1,28.4805
2405,0,1,3,8,38,3,2,2,1,1,3,0,3.25,0,20.5255
2406,0,1,3,8,33,3,3,2,1,1,5,0,4,0,18.537
2409,0,1,6,8,49,4,2,3,1,1,4,0,4,0,26.485
2410,0,1,5,8,42,4,3,1,1,1,5,0,4,1,23.146
2411,0,1,4,7,23,3,2,2,1,1,5,0,4,0,13.973
2413,0,1,4,8,37,4,3,1,1,1,5,0,4,1,20.653
2415,0,1,6,8,37,1,1,3,1,1,5,0,4,1,20.719
2416,0,1,2,8,39,5,4,3,1,1,3,0,4,0,21.328
2417,0,1,3,8,42,4,4,2,1,1,5,0,4,0,22.84
2419,0,1,3,7,31,4,3,3,1,1,5,1,4,1,17.762
2420,0,1,6,8,37,4,4,3,1,1,4,0,4,0,21.153
2424,0,1,2,8,39,5,4,1,1,1,5,1,3.25,1,21.2455
2426,0,1,2,6,42,4,1,2,1,1,4,0,4,0,22.175
2427,0,1,1,8,20,3,1,3,1,1,4,0,4,0,12.012
2428,0,1,3,8,53,5,5,2,1,1,5,0,4,0,28.061
2430,0,1,3,8,16,4,4,3,1,1,4,0,3.5,0,10.821
2433,0,0,5,8,53,5,4,3,1,1,4,0,4,0,28.348
2435,0,1,3,8,32,4,3,2,1,1,5,0,3.75,1,18.1595
2436,0,1,5,8,52,4,4,2,1,1,5,0,4,0,27.826
2442,0,1,6,8,53,4,2,3,1,1,5,0,4,0,28.356
2443,0,1,4,8,34,2,2,1,1,1,4,1,4,1,19.032
2447,0,1,3,7,58,5,3,2,1,1,4,0,4,0,30.061
2453,0,1,7,7,72,5,4,3,1,1,5,0,4,0,37.451
2455,0,1,6,8,60,3,3,2,1,1,4,0,4,1,31.536
2457,0,1,3,8,53,1,2,3,1,1,4,0,4,1,27.522
2459,0,1,1,8,53,5,5,1,1,1,3,1,4,1,27.64
2460,0,1,2,8,28,4,4,2,1,1,3,1,3.75,1,16.1905
2461,0,1,6,8,59,3,3,1,1,1,5,0,4,1,31.063
2462,0,1,6,8,57,5,4,2,1,1,4,0,3.75,0,30.3185
2464,0,1,1,8,20,4,2,3,1,1,4,1,4,0,12.231
2466,0,1,6,8,66,5,4,3,1,1,4,0,4,0,34.548
2470,0,1,8,2,78,4,1,2,1,1,5,0,4,0,39.586
2471,0,1,7,8,51,4,3,2,1,1,4,0,4,0,27.64
2472,0,1,3,8,29,4,1,3,1,1,5,1,4,1,16.752
2479,0,1,5,7,16,4,3,2,1,1,2,0,4,0,11.025
2484,0,1,6,8,55,5,5,3,1,1,5,0,4,0,29.622
2485,0,1,6,7,42,3,2,2,1,1,5,0,4,1,23.137
2486,0,1,6,8,57,4,4,2,1,1,4,0,3.5,0,30.185
2487,0,1,5,8,48,4,3,3,1,1,4,0,4,0,25.916
2488,0,1,6,8,32,4,2,3,1,1,4,0,3.75,1,18.6795
2491,0,1,2,8,42,3,1,3,1,1,5,0,4,0,22.343
2498,0,1,3,8,39,5,3,1,1,1,5,0,4,1,21.457
2500,0,1,6,8,53,4,4,2,1,1,4,0,4,0,28.448
2505,0,1,2,8,53,4,4,3,1,1,5,0,4,1,27.787
2507,0,1,2,8,37,1,4,3,1,1,5,1,3.25,1,20.0895
2508,0,1,2,8,28,4,4,3,1,1,4,1,4,1,16.324
2509,0,1,3,8,39,3,2,1,1,1,4,0,4,0,21.119
2512,1,1,7,7,20,3,2,1,1,1,5,0,4,0,13.182
2514,1,1,5,8,34,5,5,3,1,1,5,1,4,1,19.92
2529,1,1,3,8,49,5,4,1,1,1,4,1,3,1,25.99
2530,1,1,7,8,57,5,4,2,1,1,5,0,4,0,30.642
2532,1,1,7,8,52,5,4,2,1,1,4,0,4,1,28.359
2537,1,1,5,8,54,3,2,3,1,1,5,0,3.5,1,28.522
2539,1,1,5,7,38,4,4,3,1,1,5,1,4,1,21.5
2541,1,1,5,8,67,4,4,1,0,1,5,0,4,0,34.244
2542,1,1,3,8,26,5,4,3,1,1,5,0,4,0,15.67
2546,1,1,5,7,52,4,4,3,1,1,4,0,4,1,27.844
2549,1,1,5,8,52,1,1,3,1,1,5,0,4,0,27.4
2550,1,1,2,8,42,4,2,2,1,1,5,0,3.75,0,22.4575
2551,1,1,5,7,52,5,5,3,1,1,4,0,4,0,27.969
2554,1,1,4,7,57,1,3,3,1,1,3,0,4,0,29.519
2559,1,1,5,8,37,3,3,3,1,1,5,0,4,0,20.859
2560,1,1,4,7,44,5,3,3,1,1,5,0,4,1,24.005
2563,1,1,5,7,52,5,3,3,1,1,5,0,3,0,27.63
2564,1,1,5,7,67,1,4,3,1,1,5,0,4,0,34.465
2565,1,1,5,7,42,4,3,2,1,1,3,0,4,0,23.035
2566,1,1,6,8,51,4,2,2,1,1,5,0,4,0,27.43
2567,1,1,2,8,34,4,4,2,1,1,5,1,4,1,19.105
2568,1,1,6,8,43,3,4,3,1,1,5,0,4,0,23.899
2569,1,1,4,8,55,5,4,2,1,1,3,0,4,0,29.06
2571,1,1,6,8,34,4,3,2,1,1,4,0,4,0,19.68
2573,1,1,1,8,38,4,4,3,1,1,5,1,4,1,20.792
2574,1,1,5,6,49,2,2,1,1,1,3,1,3,1,25.755
2575,1,1,6,7,42,4,4,2,1,1,4,0,3.25,0,23.2075
2576,1,1,2,8,21,5,4,3,1,1,5,0,3,0,12.979
2578,1,1,3,8,42,5,2,3,1,1,4,0,4,0,22.803
2579,1,1,6,8,42,4,2,2,1,1,4,0,4,0,23.264
2580,1,1,5,8,49,5,5,1,1,1,3,1,4,1,26.637
2581,1,1,3,8,52,4,4,2,1,1,5,1,3.25,1,27.4165
2582,1,1,5,8,34,4,4,2,1,1,5,0,4,0,19.605
2583,1,1,3,8,34,4,3,2,1,1,5,0,4,1,19.168
2584,1,1,5,7,39,1,3,3,1,1,5,0,4,0,21.525
2586,1,1,6,8,52,3,2,2,1,1,4,0,3.75,0,27.7205
2587,1,1,4,8,52,5,4,3,1,1,5,1,3.5,1,27.797
2588,1,1,5,8,66,4,2,3,1,1,5,0,4,0,34.166
2589,1,1,5,8,51,4,3,2,1,1,5,0,4,0,27.32
2590,1,1,3,8,34,4,4,2,1,1,5,0,4,1,19.256
2593,1,1,2,8,57,3,2,3,1,1,2,1,4,0,29.299
2595,1,1,4,8,53,5,4,3,1,1,5,1,4,1,28.355
2596,1,1,3,8,34,4,5,3,1,0,5,1,4,1,19.391
2598,1,1,3,8,55,4,4,3,1,1,5,1,4,1,28.991
2599,1,0,3,8,27,1,4,3,1,1,4,0,3.75,0,15.6735
2600,1,1,6,8,56,4,4,3,1,1,5,0,4,0,29.95
2602,1,1,6,8,62,3,3,2,1,1,5,0,3.5,1,32.431
2603,1,1,6,8,51,4,3,2,1,1,5,0,4,0,27.518
2604,1,1,6,8,52,5,5,1,1,1,5,0,4,0,28.188
2606,1,1,2,8,50,3,2,3,0,1,5,0,4,0,25.685
2607,1,1,5,7,69,4,3,3,1,1,4,0,4,0,35.512
2608,1,1,3,3,50,3,1,3,1,1,4,1,4,1,25.893
2609,1,1,5,8,34,5,4,3,1,1,5,0,4,0,19.738
2610,1,1,4,8,53,5,4,3,1,1,5,0,4,1,28.308
2611,1,1,3,8,53,4,4,3,1,1,5,0,4,0,27.979
2613,1,1,7,8,60,5,4,2,1,1,3,0,4,0,31.949
2614,1,1,1,8,40,5,5,3,1,1,5,0,4,1,21.835
2616,1,1,2,8,42,4,3,3,1,1,3,0,4,0,22.574
2617,1,1,6,8,67,5,5,3,1,1,5,0,4,0,35.171
2620,1,1,5,8,39,2,2,3,1,1,3,0,4,0,21.535
2621,1,1,3,8,55,3,1,3,1,1,5,0,4,1,28.596
2623,1,1,6,8,42,3,2,3,1,1,4,0,4,0,23.229
2624,1,1,6,8,67,5,5,3,1,1,5,0,4,0,35.171
2625,1,1,3,7,23,4,3,2,1,1,5,0,4,1,14.035
2626,1,1,2,8,53,3,2,2,1,1,4,0,4,0,27.437
2627,1,1,6,8,67,4,3,1,1,1,5,0,4,0,34.813
2628,1,1,4,8,51,1,1,3,1,1,5,0,4,0,26.743
2629,1,1,6,8,42,5,4,3,1,1,5,0,4,0,23.608
2630,1,0,4,8,31,5,3,2,1,1,4,1,4,0,18.003
2631,1,1,6,6,34,1,2,3,1,1,4,0,3,0,19.023
2632,1,1,3,8,53,5,4,2,1,1,4,1,4,1,28.073
2633,1,1,6,8,65,4,4,3,1,1,5,0,4,1,34.128
2637,1,1,3,8,53,5,4,3,1,1,4,0,4,0,28.028
2638,1,1,3,8,48,4,4,3,1,1,3,0,4,0,25.614
2641,1,1,3,8,42,1,3,1,1,1,5,0,3.5,0,22.393
2642,1,1,6,7,42,4,4,2,1,1,5,0,4,0,23.391
2643,1,1,2,8,43,3,2,3,1,1,4,0,4,0,22.896
2644,1,1,6,8,42,5,5,2,1,1,5,0,4,0,23.647
2645,1,1,2,3,42,4,4,1,1,1,4,1,4,1,22.273
2646,1,1,2,8,52,5,4,2,1,1,4,0,3.5,0,27.223
2649,1,1,3,8,38,3,2,2,1,1,5,0,4,0,20.785
2650,1,1,7,8,56,4,2,3,1,1,4,0,4,0,29.937
2652,1,1,5,8,42,3,3,1,1,1,5,0,3.5,0,22.957
2653,1,1,1,8,53,5,4,2,1,1,4,1,3.75,1,27.6275
2655,1,1,3,8,49,4,3,3,1,1,4,0,4,0,26.02
2656,1,1,4,7,42,4,2,3,1,1,4,0,4,0,22.833
2658,1,1,4,8,49,5,3,3,1,1,4,1,4,1,26.396
2662,1,1,5,7,42,3,2,3,1,1,5,0,4,0,22.982
2663,1,1,1,8,37,3,1,3,1,1,4,0,4,0,19.856
2664,1,1,6,8,57,4,2,3,1,1,5,0,4,0,30.233
2666,1,1,5,7,46,3,2,2,1,1,5,0,4,0,24.769
2669,1,1,3,8,50,5,4,3,1,1,5,1,4,1,26.78
2670,1,1,5,8,50,5,3,3,1,1,5,0,4,1,27.041
2671,1,1,5,7,50,5,3,2,1,1,4,0,4,0,26.826
2672,1,1,4,8,42,3,4,3,1,1,5,0,4,0,23.044
2675,1,1,3,8,42,5,3,3,1,1,5,0,4,0,22.926
2679,1,1,6,7,42,4,2,3,1,1,5,0,4,0,23.264
2680,1,1,3,8,39,3,3,2,1,1,5,0,4,0,21.332
2682,1,1,5,7,26,2,3,3,1,1,4,0,4,0,15.607
2684,1,1,4,8,58,4,4,2,1,1,4,0,4,0,30.388
2685,1,1,2,8,34,4,2,2,1,1,5,0,4,0,18.835
2686,1,1,1,8,50,3,4,3,1,1,3,0,4,0,26.052
2688,1,1,4,8,51,5,4,1,1,1,5,0,4,0,27.245
2689,1,1,2,8,55,5,2,3,1,1,5,0,4,0,28.607
2691,1,1,4,8,34,4,3,3,1,1,5,0,4,0,19.368
2692,1,1,2,8,38,5,4,3,1,1,5,0,4,0,20.98
2693,1,1,5,7,78,1,4,3,1,1,4,0,4,0,39.479
2699,1,1,4,8,53,4,3,2,1,1,5,0,4,0,28.04
2702,1,1,6,8,56,1,5,2,1,1,5,0,4,0,29.737
2705,1,1,5,8,60,5,5,3,1,1,5,0,4,0,31.76
2709,1,1,3,8,56,5,4,2,1,1,5,1,4,1,29.485
2716,1,1,3,7,23,4,3,1,1,1,4,0,3.75,1,13.9015
2717,1,1,2,8,48,5,4,1,1,1,4,0,3.5,0,25.338
2718,1,1,2,8,38,4,4,3,1,1,3,1,3,1,20.722
2719,1,0,5,8,34,5,4,1,1,1,4,0,4,0,19.57
2720,1,0,2,8,34,4,3,1,1,1,2,0,4,0,18.734
2722,1,1,2,7,55,4,1,3,1,1,5,0,4,1,28.398
2723,1,1,6,8,45,3,3,2,1,1,4,0,4,1,24.692
2724,1,1,3,8,53,4,4,3,1,1,4,0,4,0,27.944
2728,1,1,3,8,49,5,4,3,1,1,5,0,4,0,26.227
2729,1,1,8,8,57,5,5,3,1,1,4,0,4,0,30.942
2731,1,1,5,3,60,5,4,2,1,1,4,1,4,0,31.215
2732,1,1,8,8,57,5,2,3,1,1,5,0,4,1,30.76
2733,1,1,6,8,54,4,4,3,1,1,4,0,4,0,28.997
2734,1,1,5,7,20,4,4,3,1,1,4,0,4,1,13.156
2736,1,1,6,8,52,4,4,3,1,1,5,0,4,0,28.114
2737,1,1,3,7,34,4,3,2,1,1,5,0,3.75,0,18.9875
2738,1,1,4,7,53,3,4,3,1,1,4,0,4,0,27.974
2739,1,1,4,8,22,4,5,3,1,1,4,0,4,0,14.001
2740,1,1,5,7,60,5,4,3,1,1,4,0,4,0,31.553
2747,1,1,3,7,50,4,4,1,1,1,4,0,4,0,26.385
2749,1,1,3,8,21,4,3,3,1,1,5,0,4,0,13.203
2750,1,1,5,8,49,5,1,1,1,1,5,0,4,0,26.261
2751,1,1,3,8,55,4,3,2,1,1,3,0,4,1,28.737
2753,1,1,5,7,30,4,5,3,1,1,3,0,4,1,17.799
2756,1,1,6,8,60,5,5,3,1,1,5,0,4,0,31.958
2757,1,1,7,8,57,4,2,3,1,1,5,0,4,0,30.431
2759,1,1,6,8,57,1,3,1,1,1,5,0,4,1,30.018
2760,1,1,3,7,39,5,4,3,1,1,5,0,4,0,21.553
2763,1,0,2,8,53,3,2,3,1,1,3,0,3.5,0,27.317
2764,1,1,3,8,52,5,4,2,1,1,5,0,4,1,27.602
2765,1,1,6,8,60,5,4,3,1,1,5,1,4,1,31.964
2767,1,1,6,8,57,4,4,2,1,1,4,0,4,1,30.372
2768,1,1,7,7,58,5,5,3,1,1,4,0,4,1,31.166
2779,0,1,5,7,69,1,3,2,1,1,3,0,4,1,35.182
2781,1,1,6,7,50,4,4,3,1,1,5,0,4,0,27.112
2782,0,1,2,8,42,3,3,3,1,1,5,0,4,0,22.519
2784,0,1,2,8,32,4,4,3,0,1,5,0,3.75,1,17.6395
2785,0,1,3,8,53,4,3,3,1,1,5,0,4,1,27.897
2786,0,1,6,8,55,3,3,2,1,1,2,0,4,1,29.171
2788,0,1,9,7,49,4,4,2,1,0,4,0,4,0,27.073
2789,1,1,6,8,34,4,4,3,1,0,4,0,4,0,19.768
2791,0,1,6,8,50,3,2,3,1,1,5,0,4,0,26.895
2793,0,1,6,6,42,1,1,3,1,1,3,0,4,1,22.776
2794,1,1,5,7,50,5,4,3,1,1,5,1,4,1,27.092
2795,0,0,6,8,57,4,2,1,1,1,4,0,4,0,30.024
2796,0,1,6,8,34,4,3,2,1,1,4,0,3.5,0,19.54
2797,0,1,2,8,20,5,3,2,1,1,4,0,3.5,0,12.406
2798,0,1,3,8,42,2,2,3,1,1,4,0,4,0,22.51
2800,0,1,2,8,45,3,3,3,1,1,3,0,3,0,23.628
2802,0,1,6,8,68,5,4,3,1,1,4,0,4,0,35.466
2803,0,0,2,7,38,1,3,3,1,1,5,1,4,1,20.49
2804,0,0,3,8,42,4,4,3,1,1,5,0,4,0,22.854
2805,0,1,2,7,20,3,3,3,1,1,2,0,4,0,12.232
2806,0,1,5,8,53,4,4,2,0,1,4,1,4,1,27.885
2807,0,1,4,8,49,1,1,3,1,1,4,0,4,1,25.796
2812,0,1,5,8,55,4,3,3,1,1,3,0,4,0,29.094
2814,0,1,2,8,62,4,4,3,1,1,3,0,3,0,31.603
2815,0,1,2,8,38,4,3,3,1,1,3,0,3,1,20.546
2816,0,1,3,7,34,3,1,3,1,1,2,0,3,0,18.482
2817,0,1,5,7,42,1,1,2,1,1,2,0,4,0,22.531
2818,0,1,2,8,33,3,2,2,1,1,3,0,3.5,0,18.082
2819,0,1,2,8,22,4,3,3,1,1,3,1,3,1,13.249
2822,0,1,2,8,38,4,4,3,1,1,4,1,3,1,20.716
2823,0,1,2,8,55,4,3,2,1,1,3,0,4,0,28.451
2824,0,1,4,7,55,5,4,3,1,1,3,0,3.25,0,28.8355
2825,0,1,3,8,36,3,3,1,1,1,3,1,4,1,19.889
2826,0,1,2,8,20,5,4,3,1,1,4,1,4,0,12.689
2831,1,1,3,8,58,4,4,1,0,1,2,0,4,0,29.612
2832,1,1,2,6,31,4,5,3,1,0,3,1,2.5,0,17.234
2833,0,1,6,8,54,4,4,1,1,1,4,0,4,0,28.858
2834,0,1,3,8,30,4,4,3,1,1,3,0,4,1,17.358
2837,0,1,3,7,20,2,1,2,0,1,3,0,4,0,11.697
2839,0,1,4,8,46,5,4,3,1,1,5,0,2.5,0,24.71
2840,0,1,3,8,45,3,3,2,1,1,4,0,4,0,24.01
2841,0,1,2,8,36,3,2,2,1,1,4,0,3,0,19.395
2843,0,1,2,8,39,4,3,2,1,1,5,0,4,0,21.177
2844,0,1,2,8,41,4,3,3,1,1,4,0,4,0,22.109
2846,0,1,6,7,50,3,2,2,1,1,5,0,4,0,26.762
2847,0,1,6,8,52,3,3,3,1,1,4,0,4,0,27.866
2848,0,1,2,8,42,4,4,1,1,1,5,0,3,0,22.395
2849,0,1,6,8,42,4,4,3,1,1,4,0,4,0,23.448
2851,0,1,6,8,38,4,4,3,1,1,3,0,4,1,21.624
2852,0,1,2,8,31,4,4,2,1,1,5,0,4,0,17.593
2855,0,1,6,8,34,3,3,3,1,1,5,0,4,0,19.639
2858,1,1,5,7,42,5,3,2,1,1,5,0,4,0,23.189
2859,1,1,6,8,49,1,3,3,1,1,5,0,4,0,26.397
2860,1,1,2,8,60,4,3,3,1,1,3,0,3,0,30.638
2861,1,1,2,8,22,5,5,2,1,1,5,0,4,0,13.675
2863,0,1,2,7,31,3,3,3,1,1,2,1,3,1,17.177
2864,0,1,6,8,55,3,3,3,1,1,4,0,4,0,29.243
2866,1,1,8,8,49,4,4,1,1,1,4,1,4,1,27.094
2867,1,1,5,8,53,5,4,3,1,1,5,0,3.75,1,28.4565
2870,0,1,6,8,53,4,1,3,1,1,4,0,4,0,28.233
2871,0,1,5,8,34,4,3,2,1,1,5,0,3.5,0,19.377
2872,0,1,5,8,46,4,4,1,1,1,4,1,4,1,25.082
2873,0,1,6,8,42,5,1,2,1,1,5,0,4,0,23.254
2874,0,1,6,8,49,5,4,3,1,1,5,0,4,0,26.78
2875,0,1,5,7,38,3,4,2,1,1,5,0,3.5,0,21.133
2877,0,1,6,8,62,4,4,3,1,1,5,0,4,0,32.663
2878,0,1,5,7,68,4,5,2,1,1,5,0,4,0,35.174
2879,0,1,7,8,55,4,3,1,1,1,5,0,4,1,29.509
2881,1,1,2,8,37,4,4,2,1,1,4,0,3.5,0,20.254
2886,0,1,5,7,23,5,4,3,1,1,3,0,4,0,14.494
2888,0,1,3,8,39,4,4,3,1,1,4,0,4,0,21.477
2889,0,1,6,8,57,4,5,3,1,1,3,0,4,0,30.386
2890,0,1,6,8,34,4,4,2,1,1,4,0,3.5,0,19.628
2892,0,1,7,7,42,5,3,3,1,1,5,0,4,0,23.593
2893,0,1,4,8,31,4,2,3,1,1,5,0,4,1,17.909
2894,0,1,3,8,42,1,2,2,1,1,2,0,4,1,22.354
2897,0,1,3,8,49,1,1,2,1,1,5,0,4,0,25.537
2899,0,1,6,8,42,3,3,2,1,1,5,0,4,0,23.262
2900,0,1,2,8,43,1,4,3,1,1,5,0,4,0,22.898
2901,0,1,4,8,32,3,3,3,1,1,5,0,4,0,18.325
2902,0,1,3,8,50,4,3,3,1,1,4,1,4,0,26.485
2903,0,1,3,8,50,3,3,1,1,1,5,1,4,0,26.338
2904,0,1,2,7,33,3,2,3,1,1,5,1,3,1,18.112
2905,0,1,4,8,33,4,5,2,1,1,4,1,3,0,18.809
2906,0,1,3,8,39,1,2,1,1,1,5,0,4,0,20.986
2907,1,1,2,8,44,4,4,2,1,1,3,1,4,1,23.625
2910,0,1,7,7,42,4,2,3,1,1,5,0,4,0,23.421
2913,0,1,6,8,42,5,4,2,1,1,5,0,4,0,23.518
2914,0,1,6,8,44,4,3,2,1,1,5,0,3.75,1,24.2615
2915,0,1,1,6,36,1,2,1,1,1,4,0,3.5,0,18.911
2916,1,1,4,8,35,5,4,2,1,1,5,0,4,0,19.95
2917,0,1,6,8,67,4,4,2,1,1,5,0,4,1,34.956
2921,0,1,8,8,42,2,1,3,1,1,4,0,3.75,0,23.3625
2922,0,1,3,8,53,3,3,2,1,1,4,1,4,0,27.729
2923,0,1,5,8,34,4,4,3,1,1,4,0,4,0,19.578
2926,0,1,6,8,50,5,4,1,1,1,5,0,4,1,27.188
2929,0,0,2,8,42,4,4,2,1,1,5,1,4,1,22.701
2930,0,1,6,8,42,3,4,2,1,1,5,0,4,0,23.35
2931,0,1,3,8,52,5,4,2,1,1,3,0,4,0,27.444
2932,0,1,6,8,56,5,5,3,1,1,5,0,3.75,0,30.0315
2933,0,1,6,8,78,5,2,3,1,1,4,0,4,0,39.88
2935,0,1,5,7,30,3,4,3,1,0,4,0,4,0,17.525
2938,1,1,6,8,38,4,2,3,1,1,4,0,4,1,21.524
2944,1,0,4,6,56,5,3,3,1,1,5,0,4,0,29.347
2945,0,1,2,7,51,5,4,2,1,1,5,0,3.75,0,26.7235
2946,0,1,2,3,34,3,3,3,1,1,2,1,4,1,18.416
2947,0,1,3,8,37,5,4,2,1,1,4,1,4,1,20.688
2951,0,1,5,8,34,4,3,3,1,1,3,0,4,1,19.502
2953,0,1,3,7,36,1,1,1,1,1,5,0,4,0,19.437
2955,0,0,5,8,34,4,3,3,1,1,4,0,3,0,19.257
2956,0,1,4,8,45,3,2,2,1,0,3,0,4,0,24.036
2963,0,1,3,3,34,3,2,2,1,1,5,1,4,0,18.535
2965,0,1,3,7,50,5,2,1,1,1,4,0,4,0,26.252
2970,0,1,3,8,43,3,1,3,1,1,5,1,4,1,23.094
2972,0,1,7,8,34,4,4,3,1,1,2,1,4,0,19.951
2973,0,1,3,8,39,2,1,3,1,1,4,0,4,1,21.092
2980,1,1,5,2,58,2,1,3,1,1,4,1,4,1,29.793
2986,0,1,5,7,50,3,3,2,1,1,4,0,3,1,26.466
2987,0,1,5,6,51,5,3,2,1,1,4,0,3,0,26.962
2991,0,1,9,8,72,4,5,3,1,1,4,0,4,0,37.9
2995,0,1,7,7,47,5,2,2,1,1,4,0,4,0,25.716
2996,0,1,5,8,41,3,3,1,1,1,5,0,4,0,22.556
2997,0,1,3,7,23,4,3,3,1,1,4,0,4,0,13.961
2998,0,1,6,8,51,5,5,3,1,1,4,0,3,0,27.553
2999,0,1,5,7,42,1,3,2,1,1,3,1,4,0,22.789
3000,0,1,6,8,42,2,2,2,1,1,5,0,4,0,23.09
3003,0,1,6,8,56,4,3,2,1,1,4,0,3,0,29.539
3006,0,1,6,8,34,3,2,3,1,1,4,0,4,0,19.516
3009,1,0,5,8,51,5,5,1,1,1,4,0,4,0,27.461
3010,1,1,6,8,42,4,3,2,1,1,3,0,2.75,0,23.0695
3013,0,1,3,8,42,5,4,1,1,1,4,0,4,1,22.887
3014,0,1,6,8,50,3,3,2,1,1,5,0,4,1,26.981
3015,0,0,4,7,31,5,4,3,1,1,3,0,4,0,17.933
3016,0,1,5,8,56,5,4,2,1,1,4,0,4,0,29.711
3017,0,1,6,8,51,3,2,2,1,1,4,0,3.5,0,27.171
3019,0,1,6,8,55,4,4,1,1,1,4,0,3,1,29.166
3020,0,1,7,7,51,4,4,2,1,1,5,0,4,0,27.679
3021,0,1,4,6,51,3,3,1,1,1,3,1,4,0,26.757
3024,0,1,5,8,34,3,3,3,1,1,5,0,4,0,19.441
3026,1,1,6,8,51,4,4,2,1,1,3,0,4,0,27.536
3027,1,1,5,7,50,3,2,3,1,1,3,0,4,0,26.584
3030,1,1,5,7,57,4,3,3,1,1,3,0,3,0,29.771
3033,0,1,2,7,42,5,3,1,1,1,5,1,4,0,22.552
3034,0,1,3,8,50,4,2,3,1,1,5,1,3.5,1,26.38
3035,0,1,2,8,38,3,3,3,1,1,5,0,4,0,20.683
3036,0,1,2,8,49,5,4,3,1,1,4,0,4,0,25.953
3039,0,1,5,8,36,5,2,2,1,1,4,0,3,0,20.157
3040,0,1,4,8,30,3,1,3,1,1,5,1,4,1,17.325
3041,0,1,4,8,51,3,3,2,1,1,5,0,4,0,26.997
3042,0,1,2,8,42,4,3,3,1,1,5,0,4,1,22.65
3043,0,1,1,8,32,3,3,3,1,1,5,0,3,0,17.533
3045,0,1,5,8,34,2,2,1,1,1,5,0,4,0,19.171
3048,0,1,1,8,43,4,4,1,1,1,4,0,4,0,22.819
3049,0,1,6,7,41,4,4,3,1,1,5,0,4,0,22.94
3050,0,1,3,8,47,5,4,3,1,1,2,1,3,1,25.059
3051,0,1,2,7,42,4,5,3,1,1,5,1,3.5,1,22.69
3052,0,1,1,8,38,4,4,1,0,1,2,0,3,0,19.797
3053,0,1,1,8,38,4,3,3,1,1,5,0,4,1,20.616
3055,0,1,5,8,58,3,2,2,1,1,3,0,4,0,30.25
3057,0,1,2,8,34,5,4,3,1,1,5,1,4,0,19.15
3063,0,1,5,8,49,3,3,2,1,1,3,0,3,0,26.009
3066,0,1,4,8,51,4,4,3,1,1,5,0,4,0,27.218
3072,0,1,4,8,42,4,2,2,1,1,4,0,4,1,22.874
3073,0,1,5,8,50,5,4,3,1,1,5,0,4,1,27.088
3074,0,1,1,8,22,3,1,3,1,1,5,0,3,0,12.767
3075,1,1,3,8,52,5,4,3,1,1,4,0,4,1,27.616
3076,0,1,5,7,31,3,2,3,1,1,5,0,4,0,17.892
3077,0,1,4,7,37,5,4,3,1,1,5,0,4,0,20.792
3078,0,1,6,8,56,4,3,3,0,1,5,1,4,1,29.456
3082,0,1,3,8,32,4,3,3,1,1,3,0,3.75,1,18.1385
3098,0,1,5,7,55,4,4,3,1,1,4,0,4,0,29.133
3100,0,1,3,7,51,4,1,2,1,1,4,0,4,0,26.588
3104,0,1,5,7,49,4,3,1,1,1,3,0,3.75,0,26.1085
3105,0,0,4,8,49,5,4,3,1,1,5,0,4,1,26.396
3106,0,1,3,8,37,5,4,3,1,1,5,0,4,0,20.678
3109,0,1,3,8,34,4,4,3,1,1,4,0,4,0,19.182
3110,0,1,3,8,42,1,3,3,1,1,4,0,3.75,0,22.4645
3111,0,1,5,7,38,3,3,3,1,1,4,0,3.5,0,21.059
3112,0,1,6,7,34,4,4,3,1,1,5,0,3,0,19.529
3113,0,1,6,8,51,4,5,3,1,1,3,0,4,0,27.632
3114,0,1,5,7,42,5,4,2,1,1,3,0,4,0,23.166
3116,0,1,3,7,29,4,3,2,1,1,3,0,4,0,16.631
3118,0,1,2,7,34,3,4,2,1,1,4,0,3,0,18.569
3119,0,1,5,8,34,5,4,2,1,1,4,0,4,0,19.613
3120,0,1,5,7,44,4,4,3,1,1,4,1,4,0,24.131
3121,0,1,6,7,24,4,2,3,1,1,4,0,4,0,14.926
3122,0,1,5,7,39,4,3,3,1,1,4,0,4,0,21.701
3124,0,1,2,8,38,5,5,3,1,1,5,1,4,1,21.121
3125,0,0,3,8,30,4,2,3,1,1,5,0,3.5,0,17.071
3126,0,1,2,8,34,1,1,1,1,1,5,0,4,1,18.452
3127,0,1,5,7,48,3,1,3,1,1,4,0,4,0,25.572
