"caseId","Residence Own house/aprt","Disabled or Ill","Highest education completed","Present work situation","Current job prestige scores","Current occupation satisfaction","Present income satisfaction","Respodent identity importance","Respodent detention/jail/prison","Country feels like home","Respondent health","Has Children","Average English Skill","MariageStatus","successIndex"
3128,0,1,6,8,45,3,2,2,1,1,4,0,4,0,24.516
3129,0,1,3,8,56,4,5,1,1,1,4,0,3,0,29.072
3130,0,1,5,7,50,4,2,3,1,1,4,0,4,0,26.662
3131,0,1,6,8,42,5,3,1,1,1,5,0,4,0,23.381
3132,0,1,5,7,56,3,1,2,1,1,3,0,4,0,29.16
3134,0,1,5,7,34,3,3,2,1,1,4,0,4,1,19.32
3135,0,1,5,7,50,5,2,2,1,1,4,0,4,0,26.697
3136,0,1,4,8,46,4,4,3,0,1,3,0,4,0,24.394
3137,0,1,1,7,33,4,2,2,1,1,5,1,3.5,1,18.048
3138,0,1,5,7,44,3,2,1,1,1,5,0,4,0,23.761
3139,0,1,3,8,44,4,4,3,1,1,2,0,4,0,23.702
3141,0,1,3,8,45,4,2,3,1,1,4,0,4,0,24.055
3142,0,1,5,8,42,3,4,3,1,1,5,0,4,0,23.201
3143,0,1,1,8,20,4,2,2,1,1,4,0,4,0,12.135
3144,0,1,6,8,50,4,4,2,1,1,4,0,4,0,27.071
3145,0,1,2,8,34,4,3,3,1,1,4,0,4,0,18.896
3155,0,1,6,8,39,4,4,2,1,1,5,0,4,0,22.057
3156,0,1,2,8,58,4,4,3,1,1,5,0,4,0,30.035
3158,0,1,4,7,34,4,1,3,1,1,4,0,4,0,19.032
3170,0,1,6,7,51,4,4,1,1,1,5,0,4,0,27.432
3171,0,1,5,8,53,3,3,3,1,1,4,0,4,0,28.127
3173,0,1,7,8,46,4,5,2,1,1,5,1,4,0,25.603
3174,0,1,5,7,34,4,4,3,1,1,4,0,3.25,0,19.3455
3175,0,1,6,8,56,1,1,2,1,1,5,0,4,1,29.391
3176,0,1,5,7,44,2,1,1,1,1,4,0,3.5,0,23.455
3180,0,1,4,8,46,4,3,3,1,1,3,0,4,1,24.812
3181,0,1,5,8,42,4,1,3,1,1,2,0,3.75,0,22.8665
3182,0,1,6,8,42,3,1,3,1,1,2,0,3,0,22.832
3183,0,1,6,8,42,2,2,2,1,1,5,0,4,0,23.09
3185,0,1,5,8,54,4,4,2,1,1,3,0,4,0,28.674
3186,0,1,3,8,37,3,2,1,1,1,5,0,4,0,20.236
3188,0,1,7,8,56,3,2,1,1,1,3,0,4,0,29.679
3191,0,1,3,7,53,4,4,2,1,1,4,0,4,0,27.77
3192,0,1,3,8,50,5,4,3,1,1,4,1,4,1,26.704
3193,0,1,5,7,34,3,2,3,1,1,4,0,3,0,19.036
3194,0,1,6,7,22,3,4,2,1,1,5,0,3.75,0,14.0365
3195,0,0,5,8,42,4,2,3,1,1,5,0,4,0,23.074
3198,0,1,2,7,34,3,1,3,1,1,5,1,4,0,18.634
3200,0,1,5,7,23,2,3,2,0,1,4,0,3.25,0,13.5325
3201,0,1,2,8,29,4,3,3,1,1,5,0,4,0,16.636
3202,0,1,3,8,23,4,4,2,1,1,5,1,4,1,14.213
3203,0,1,2,8,34,4,2,3,1,1,4,1,4,0,18.855
3206,0,1,5,7,16,3,2,3,1,1,3,0,3.25,0,10.7885
3208,0,1,2,8,44,4,3,3,1,1,4,0,4,1,23.533
3209,0,1,2,7,37,4,4,2,0,1,3,0,4,0,19.734
3210,0,1,2,8,16,5,4,3,1,1,4,0,4,1,10.853
3211,0,1,4,8,44,3,3,3,1,1,4,0,4,0,23.798
3212,0,1,6,8,49,3,4,3,1,1,4,0,4,0,26.577
3213,0,1,6,8,62,4,2,1,1,1,5,0,4,0,32.389
3214,0,0,5,8,51,4,3,3,1,1,3,0,4,0,27.223
3215,0,1,5,5,42,4,2,2,1,1,3,0,4,1,22.785
3216,0,1,6,8,60,5,4,2,1,1,5,0,4,1,31.827
3217,0,1,7,7,42,1,3,2,1,1,3,0,4,0,23.138
3219,0,1,2,8,42,1,1,1,0,1,2,1,2.75,0,21.3125
3220,0,1,8,8,62,4,4,3,1,1,5,0,4,0,33.059
3221,0,1,6,7,42,5,3,2,1,1,5,0,4,0,23.346
3222,0,1,3,7,42,4,4,1,0,1,5,0,4,0,22.248
3223,0,1,5,7,34,4,2,3,1,1,5,0,4,0,19.353
3224,0,1,5,8,34,5,5,2,1,1,4,0,4,1,19.748
3225,0,1,5,7,24,3,3,3,1,1,5,0,4,0,14.767
3227,0,1,3,8,42,5,4,1,1,1,5,1,4,1,22.969
3228,0,1,3,8,51,1,3,2,1,1,4,1,4,1,26.69
3229,0,1,5,8,49,1,1,3,1,1,5,0,4,1,26.029
3231,0,1,3,8,42,3,4,3,1,1,4,0,4,0,22.77
3233,0,1,2,8,23,5,5,1,1,1,5,0,4,0,14.044
3238,0,1,3,8,50,3,1,1,1,1,4,0,3,1,25.929
3239,0,1,3,8,39,4,4,2,1,1,4,0,3,0,21.23
3242,0,1,6,7,78,4,2,3,1,1,3,0,4,0,39.677
3243,0,1,5,7,64,3,3,2,1,1,3,0,4,0,33.008
3244,0,1,6,8,42,2,4,2,1,1,4,0,4,1,23.278
3246,0,1,5,8,42,5,4,3,1,1,5,0,4,0,23.369
3251,0,1,3,8,39,2,2,2,0,1,4,0,4,1,20.672
3253,0,0,6,8,16,3,1,1,1,1,3,0,4,0,10.998
3257,0,1,3,8,56,4,2,2,1,1,4,0,4,0,29.055
3261,0,1,2,8,69,5,4,1,1,1,3,1,4,0,35.047
3263,0,1,3,8,39,4,4,3,1,1,4,0,4,0,21.477
3267,1,1,7,8,39,5,4,3,1,1,5,0,4,0,22.429
3268,1,1,5,7,39,4,3,3,1,1,4,0,3.75,0,21.6925
3269,1,1,5,8,32,5,5,2,1,1,4,0,4,0,18.824
3270,1,1,6,8,55,3,3,2,1,1,5,0,4,0,29.27
3271,1,1,6,7,50,4,2,3,1,1,4,0,4,0,26.901
3272,1,1,3,7,42,4,3,3,1,1,5,0,3,0,22.56
3273,1,1,6,7,42,4,3,3,1,1,5,0,4,0,23.352
3274,1,1,2,8,31,3,2,2,1,1,4,1,2.5,1,17.136
3276,1,1,5,7,37,4,4,3,1,1,5,0,4,0,20.947
3277,1,1,5,8,37,3,3,2,1,1,5,0,4,0,20.81
3278,1,1,4,7,34,3,1,3,1,1,5,0,4,1,19.071
3280,1,1,6,8,46,4,4,2,1,1,3,0,4,0,25.241
3281,1,1,6,7,39,3,2,3,1,1,3,0,4,0,21.733
3286,1,1,2,8,56,5,4,2,1,1,3,0,4,0,29.123
3287,1,1,5,8,42,5,5,2,1,1,4,0,4,1,23.461
3293,1,1,5,7,48,4,2,2,1,1,3,0,4,0,25.701
3303,1,0,3,7,16,5,5,3,0,1,5,0,4,0,10.59
5255,0,1,5,8,34,4,2,3,1,1,4,0,4,0,19.402
5256,1,1,8,8,30,4,4,3,1,1,5,0,4,0,18.412
5258,1,1,2,8,33,4,3,3,1,1,4,0,4,0,18.478
5260,0,1,4,8,53,5,3,2,1,1,4,0,4,0,28.048
5261,1,1,2,8,42,3,3,2,1,1,4,0,4,0,22.476
5262,0,1,3,8,33,4,4,3,1,1,4,1,4,0,18.77
